,homoloid,mouse,human
5979,42534224,Gdpd2,GDPD2
5980,42543342,Gdpd3,GDPD3
5981,42533035,Gdpd4,GDPD4
5982,42543710,Gdpd5,GDPD5
5983,42533190,Gdpgp1,GDPGP1
5984,42539467,Gem,GEM
5985,42536918,Gemin2,GEMIN2
5986,42540695,Gemin4,GEMIN4
5987,42538162,Gemin5,GEMIN5
5988,42546629,Gemin6,GEMIN6
5989,42553694,Gemin6-ps,GEMIN6
5990,42540683,Gemin7,GEMIN7
5991,42533218,Gemin8,GEMIN8
5992,42551809,Gen1,GEN1
5993,42546772,Get1,GET1
5994,42542257,Get3,GET3
5995,42539794,Get4,GET4
5996,42545799,Gfap,GFAP
5997,42542758,Gfer,GFER
5998,42537308,Gfi1,GFI1
5999,42542298,Gfi1b,GFI1B
6000,42541369,Gfm1,GFM1
6001,42544868,Gfm2,GFM2
6002,42533766,Gfod1,GFOD1
6003,42546610,Gfod2,GFOD2
6004,42546641,Gfpt1,GFPT1
6005,42541514,Gfpt2,GFPT2
6006,42543020,Gfra1,GFRA1
6007,42541495,Gfra2,GFRA2
6008,42537984,Gfra3,GFRA3
6009,42540477,Gfra4,GFRA4
6010,42547033,Gfral,GFRAL
6011,42534668,Gfus,GFUS
6012,42552112,Gfy,GFY
6013,42537941,Gga1,GGA1
6014,42551663,Gga2,GGA2
6015,42534978,Gga3,GGA3
6016,42539393,Ggact,GGACT
6017,42535040,Ggct,GGCT
6018,42537890,Ggcx,GGCX
6019,42536628,Ggh,GGH
6020,42551841,Ggn,GGN
6021,42551740,Ggnbp1,GGNBP1
6022,42547211,Ggnbp2,GGNBP2
6023,42535377,Ggps1,GGPS1
6024,42534700,Ggt1,GGT1
6025,42535243,Ggt5,GGT5
6026,42534563,Ggt6,GGT6
6027,42552656,Ggt7,GGT7
6028,42552156,Ggta1,GGTA1
6029,42540356,Ghdc,GHDC
6030,42539156,Ghitm,GHITM
6031,42545933,Ghr,GHR
6032,42547911,Ghrh,GHRH
6033,42535956,Ghrhr,GHRHR
6034,42542394,Ghrl,GHRL
6035,42539453,Ghsr,GHSR
6036,42534659,Gid4,GID4
6037,42535295,Gid8,GID8
6038,42533697,Gigyf1,GIGYF1
6039,42545347,Gigyf2,GIGYF2
6040,42537648,Gimap1,GIMAP1
6041,42532420,Gimap4,GIMAP4
6042,42551772,Gimap5,GIMAP5
6043,42532588,Gimap6,GIMAP6
6044,42533234,Gimap7,GIMAP7
6045,42533583,Gimap8,GIMAP8
6046,42552244,Gimd1,GIMD1
6047,42533891,Gin1,GIN1
6048,42538566,Ginm1,GINM1
6049,42539696,Gins1,GINS1
6050,42546599,Gins2,GINS2
6051,42536350,Gins3,GINS3
6052,42545839,Gins4,GINS4
6053,42546646,Gip,GIP
6054,42536301,Gipc1,GIPC1
6055,42540407,Gipc2,GIPC2
6056,42532883,Gipc3,GIPC3
6057,42541910,Gipr,GIPR
6058,42546514,Git1,GIT1
6059,42540494,Git2,GIT2
6060,42547476,Gja1,GJA1
6061,42542914,Gja10,GJA10
6062,42544692,Gja3,GJA3
6063,42541974,Gja4,GJA4
6064,42538119,Gja5,GJA5
6065,42535630,Gja8,GJA8
6066,42539103,Gjb1,GJB1
6067,42548408,Gjb2,GJB2
6068,42536417,Gjb3,GJB3
6069,42539796,Gjb4,GJB4
6070,42539795,Gjb5,GJB5
6071,42548409,Gjb6,GJB6
6072,42537643,Gjc1,GJC1
6073,42537642,Gjc2,GJC2
6074,42552232,Gjc3,GJC3
6075,42539443,Gjd2,GJD2
6076,42551801,Gjd3,GJD3
6077,42552840,Gjd4,GJD4
6078,42545322,Gje1,GJE1
6079,42534304,Gk,GK
6080,42534305,Gk2,GK2
6081,42547375,Gk5,GK5
6082,42547196,Gkap1,GKAP1
6083,42552594,Gkn1,GKN1
6084,42551970,Gkn2,GKN2
6085,42552335,Gkn3,GKN3P
6086,42541635,Gla,GLA
6087,42535922,Glb1,GLB1
6088,42543180,Glb1l,GLB1L
6089,42532792,Glb1l2,GLB1L2
6090,42532793,Glb1l3,GLB1L3
6091,42535373,Glcci1,GLCCI1
6092,42541186,Glce,GLCE
6093,42533926,Gldc,GLDC
6094,42543184,Gldn,GLDN
6095,42539724,Gle1,GLE1
6096,42539797,Glg1,GLG1
6097,42543643,Gli1,GLI1
6098,42539161,Gli2,GLI2
6099,42543887,Gli3,GLI3
6100,42537158,Glipr1,GLIPR1
6101,42537471,Glipr1l1,GLIPR1L1
6102,42537159,Glipr1l2,GLIPR1L2
6103,42537470,Glipr1l3,GLIPR1L1
6104,42544649,Glipr2,GLIPR2
6105,42551623,Glis1,GLIS1
6106,42542811,Glis2,GLIS2
6107,42547284,Glis3,GLIS3
6108,42537583,Glmn,GLMN
6109,42532838,Glmp,GLMP
6110,42534863,Glo1,GLO1
6111,42538662,Glod4,GLOD4
6112,42533143,Glod5,GLOD5
6113,42537306,Glp1r,GLP1R
6114,42551924,Glp2r,GLP2R
6115,42540714,Glra1,GLRA1
6116,42542930,Glra2,GLRA2
6117,42548525,Glra3,GLRA3
6118,42535636,Glra4,GLRA4
6119,42536568,Glrb,GLRB
6120,42547401,Glrx,GLRX
6121,42539038,Glrx2,GLRX2
6122,42540273,Glrx3,GLRX3
6123,42547612,Glrx5,GLRX5
6124,42538393,Gls,GLS
6125,42536623,Gls2,GLS2
6126,42532944,Glt1d1,GLT1D1
6127,42551656,Glt6d1,GLT6D1
6128,42541773,Glt8d1,GLT8D1
6129,42547523,Glt8d2,GLT8D2
6130,42540779,Gltp,GLTP
6131,42543920,Gltpd2,GLTPD2
6132,42537402,Glud1,GLUD1
6133,42539108,Glul,GLUL
6134,42534602,Glyat,GLYAT
6135,42534605,Glyatl3,GLYATL3
6136,42551650,Glycam1,GLYCAM1
6137,42548250,Glyctk,GLYCTK
6138,42546101,Glyr1,GLYR1
6139,42553365,Gm10125,ZEB1-AS1
6140,42547558,Gm10131,ERH
6141,42535400,Gm10184,KPNA2
6142,42553992,Gm10228,KRTAP6-3
6143,42553991,Gm10229,KRTAP6-3
6144,42549137,Gm10256,RBMY1B
6145,42542863,Gm10320,SEC61B
6146,42549136,Gm10352,RBMY1B
6147,42547693,Gm10358,GAPDH
6148,42553210,Gm10362,RPL17-C18orf32
6149,42551382,Gm1043,C4orf50
6150,42554046,Gm10499,HLA-A
6151,42538511,Gm10591,CCL21
6152,42538123,Gm10925,ATP6
6153,42533270,Gm11007,ZNF20
6154,42551155,Gm11100,C3orf49
6155,42535456,Gm11127,HLA-F
6156,42550299,Gm1113,VSIG10L2
6157,42554075,Gm11236,MSANTD5
6158,42554070,Gm11237,MSANTD5
6159,42554071,Gm11238,MSANTD5
6160,42554074,Gm11239,MSANTD5
6161,42550297,Gm1141,PASD1
6162,42551461,Gm11437,C17orf78
6163,42554068,Gm11487,MSANTD5
6164,42554021,Gm11564,KRTAP4-3
6165,42553147,Gm11575,SEC61G
6166,42552201,Gm11639,EFCAB13
6167,42554073,Gm11756,MSANTD5
6168,42554076,Gm11757,MSANTD5
6169,42554077,Gm11758,MSANTD5
6170,42547385,Gm11808,UBA52
6171,42553536,Gm11837,C8orf88
6172,42543829,Gm11992,C7orf57
6173,42535861,Gm12166,SFT2D1
6174,42552346,Gm12169,HAVCR1
6175,42552013,Gm12184,CDK2AP1
6176,42546172,Gm12248,FAXDC2
6177,42553708,Gm12394,FAM205A
6178,42554008,Gm12407,CCL19
6179,42553745,Gm12657,H3-5
6180,42538620,Gm12666,LARP7
6181,42552285,Gm12695,C1orf87
6182,42551678,Gm128,C1orf56
6183,42553777,Gm12845,KLF18
6184,42553149,Gm12881,SEC61G
6185,42538510,Gm13304,CCL21
6186,42538164,Gm13305,IL11RA
6187,42536240,Gm13306,CCL27
6188,42550984,Gm13420,PRRT1B
6189,42552320,Gm136,C6orf163
6190,42539922,Gm13691,CWC22
6191,42539923,Gm13693,CWC22
6192,42539919,Gm13694,CWC22
6193,42539924,Gm13695,CWC22
6194,42539920,Gm13696,CWC22
6195,42539921,Gm13697,CWC22
6196,42539918,Gm13698,CWC22
6197,42554072,Gm13871,MSANTD5
6198,42544059,Gm13889,C11orf96
6199,42534006,Gm14131,FNDC10
6200,42551314,Gm14137,C15orf62
6201,42553140,Gm14288,ZNF788P
6202,42553313,Gm14296,ZNF559-ZNF177
6203,42553277,Gm14305,ZNF442
6204,42532679,Gm14322,ZNF124
6205,42553276,Gm14326,ZNF442
6206,42533282,Gm14430,ZNF20
6207,42541527,Gm14569,KIAA1210
6208,42553289,Gm15446,ZNF17
6209,42553162,Gm15753,SP110
6210,42553163,Gm16026,SP110
6211,42553632,Gm16397,ARMCX7P
6212,42534056,Gm1673,C4orf48
6213,42553309,Gm17251,RAB11B-AS1
6214,42532583,Gm17266,C18orf63
6215,42551175,Gm17359,C4orf45
6216,42554098,Gm17434,C2orf16
6217,42552729,Gm17455,C10orf105
6218,42553251,Gm17657,TMEM217
6219,42554099,Gm17695,C2orf16
6220,42553228,Gm19428,ZNF700
6221,42536158,Gm2000,RPL35
6222,42533276,Gm2007,ZNF20
6223,42546270,Gm20498,SYNJ2BP
6224,42553107,Gm20541,ZNF124
6225,42553879,Gm20594,MTRNR2L7
6226,42553818,Gm20741,KRTAP13-3
6227,42554007,Gm21104,CCL19
6228,42554003,Gm21188,ANXA2R
6229,42548384,Gm21293,ALYREF
6230,42549135,Gm21677,RBMY1B
6231,42549134,Gm21693,RBMY1B
6232,42549133,Gm21704,RBMY1B
6233,42549132,Gm21708,RBMY1B
6234,42532998,Gm2296,UBE2S
6235,42545459,Gm2411,CLDN34
6236,42554004,Gm2564,CCL19
6237,42554091,Gm28729,LINC02618
6238,42553247,Gm29738,ZNF845
6239,42553248,Gm29746,ZNF845
6240,42552290,Gm29797,C20orf204
6241,42553718,Gm29802,KRTAP12-1
6242,42540462,Gm2a,GM2A
6243,42551509,Gm30191,C1orf232
6244,42553188,Gm30302,SPATA31E1
6245,42553323,Gm3055,ZNF624
6246,42553346,Gm30910,ZNF616
6247,42533009,Gm31160,MUC12
6248,42553246,Gm31526,ZNF845
6249,42553229,Gm31714,ZNF700
6250,42539847,Gm32717,CDC5L
6251,42539848,Gm32802,CDC5L
6252,42553806,Gm32929,LINC02915
6253,42553281,Gm33378,ZNF433
6254,42549139,Gm3376,RBMY1B
6255,42553502,Gm34066,C2orf66
6256,42551892,Gm3435,ERMARD
6257,42553686,Gm3443,C9orf57
6258,42533383,Gm35339,WDR97
6259,42533950,Gm3550,RPL29
6260,42553833,Gm35549,C3orf86P
6261,42554002,Gm36079,ANXA2R
6262,42553433,Gm36210,C19orf85
6263,42553617,Gm36255,DYNAP
6264,42554054,Gm36470,CDK6-AS1
6265,42536306,Gm37013,PCDHA4
6266,42553625,Gm37797,MARCOL
6267,42547694,Gm3839,GAPDH
6268,42553322,Gm3854,ZNF582
6269,42553793,Gm38999,C19orf84
6270,42553599,Gm39115,KRTAP5-8
6271,42552027,Gm39653,FAM237A
6272,42553928,Gm40193,C17orf114
6273,42549138,Gm4064,RBMY1B
6274,42553458,Gm4131,C13orf42
6275,42553148,Gm4184,SEC61G
6276,42553279,Gm42517,TMEM271
6277,42554069,Gm428,MSANTD5
6278,42548382,Gm4301,ALYREF
6279,42548381,Gm4302,ALYREF
6280,42548378,Gm4303,ALYREF
6281,42548376,Gm4305,ALYREF
6282,42548379,Gm4307,ALYREF
6283,42548380,Gm4312,ALYREF
6284,42548377,Gm4340,ALYREF
6285,42533676,Gm44504,UBL4A
6286,42553587,Gm45337,KRTAP5-4
6287,42533272,Gm4631,ZNF20
6288,42553146,Gm4675,SOX21-AS1
6289,42545288,Gm4756,DHRS7
6290,42552566,Gm4884,C2orf78
6291,42533951,Gm50478,ASDURF
6292,42536323,Gm5065,LGALSL
6293,42554026,Gm5071,MAGEB17
6294,42552565,Gm5114,C2orf78
6295,42553672,Gm5155,CEACAM7
6296,42540583,Gm5244,RPLP1
6297,42535483,Gm525,C17orf67
6298,42547993,Gm527,C14orf28
6299,42542972,Gm5434,UBE2F
6300,42553634,Gm5485,C3orf85
6301,42553946,Gm5566,NME1-NME2
6302,42551487,Gm5591,C2orf78
6303,42552564,Gm5592,C2orf78
6304,42552294,Gm5617,C11orf71
6305,42547522,Gm5678,CBR1
6306,42548383,Gm5698,ALYREF
6307,42533802,Gm572,C1orf127
6308,42553319,Gm5724,SLCO1A2
6309,42538554,Gm5737,SDR42E2
6310,42553001,Gm5901,C11orf42
6311,42545464,Gm5945,CLDN34
6312,42546653,Gm614,CXorf65
6313,42546937,Gm6169,PLP2
6314,42551338,Gm6358,KRTAP20-2
6315,42548901,Gm6614,SLCO1A2
6316,42552629,Gm6657,CCDC196
6317,42553104,Gm6871,ZNF670
6318,42551478,Gm7073,CXorf66
6319,42543453,Gm7102,MPLKIP
6320,42553241,Gm7145,ZNF658
6321,42534316,Gm7298,PZP
6322,42553598,Gm7579,KRTAP5-8
6323,42553455,Gm7694,C1orf226
6324,42546379,Gm773,SYCP3
6325,42551464,Gm7735,KRTAP20-1
6326,42553230,Gm7762,ZNF700
6327,42554064,Gm8113,ERVK13-1
6328,42553875,Gm8251,CCDC168
6329,42549680,Gm867,C22orf15
6330,42554115,Gm8773,FAM237B
6331,42543155,Gm9008,RNF26
6332,42539850,Gm9040,CDC5L
6333,42539849,Gm9044,CDC5L
6334,42539853,Gm9045,CDC5L
6335,42539852,Gm9046,CDC5L
6336,42539854,Gm9048,CDC5L
6337,42539851,Gm9049,CDC5L
6338,42553682,Gm9182,C18orf21
6339,42552381,Gm94,C5orf46
6340,42534678,Gm960,C11orf80
6341,42549881,Gm973,KIAA2012
6342,42547024,Gmcl1,GMCL1
6343,42540881,Gmds,GMDS
6344,42545525,Gmeb1,GMEB1
6345,42533995,Gmeb2,GMEB2
6346,42546744,Gmfb,GMFB
6347,42533476,Gmfg,GMFG
6348,42553489,Gmfg-ps,GMFG
6349,42544534,Gmip,GMIP
6350,42552005,Gml,GML
6351,42552004,Gml2,GML
6352,42547183,Gmnc,GMNC
6353,42535270,Gmnn,GMNN
6354,42547765,Gmppa,GMPPA
6355,42545530,Gmppb,GMPPB
6356,42547804,Gmpr,GMPR
6357,42536687,Gmpr2,GMPR2
6358,42544822,Gmps,GMPS
6359,42537290,Gna11,GNA11
6360,42539949,Gna12,GNA12
6361,42538869,Gna13,GNA13
6362,42538014,Gna14,GNA14
6363,42535060,Gna15,GNA15
6364,42546236,Gnai1,GNAI1
6365,42541435,Gnai2,GNAI2
6366,42547843,Gnai3,GNAI3
6367,42543025,Gnal,GNAL
6368,42537077,Gnao1,GNAO1
6369,42547801,Gnaq,GNAQ
6370,42537296,Gnas,GNAS
6371,42553958,Gnasas1,GNAS-AS1
6372,42544886,Gnat1,GNAT1
6373,42540220,Gnat2,GNAT2
6374,42551847,Gnat3,GNAT3
6375,42540475,Gnaz,GNAZ
6376,42534825,Gnb1,GNB1
6377,42540431,Gnb1l,GNB1L
6378,42543279,Gnb2,GNB2
6379,42535395,Gnb3,GNB3
6380,42532350,Gnb4,GNB4
6381,42534985,Gnb5,GNB5
6382,42541226,Gne,GNE
6383,42533093,Gng10,GNG10
6384,42541597,Gng11,GNG11
6385,42538460,Gng12,GNG12
6386,42540442,Gng13,GNG13
6387,42539347,Gng14,GNG14
6388,42541373,Gng2,GNG2
6389,42535486,Gng3,GNG3
6390,42551862,Gng4,GNG4
6391,42539613,Gng5,GNG5
6392,42553725,Gng5-ps,GNG5
6393,42539614,Gng5c,GNG5
6394,42545608,Gng7,GNG7
6395,42543160,Gng8,GNG8
6396,42541598,Gngt1,GNGT1
6397,42535235,Gngt2,GNGT2
6398,42537637,Gnl1,GNL1
6399,42543569,Gnl2,GNL2
6400,42544460,Gnl3,GNL3
6401,42537198,Gnl3l,GNL3L
6402,42545137,Gnmt,GNMT
6403,42540297,Gnpat,GNPAT
6404,42548438,Gnpda1,GNPDA1
6405,42541208,Gnpda2,GNPDA2
6406,42537015,Gnpnat1,GNPNAT1
6407,42538409,Gnptab,GNPTAB
6408,42546699,Gnptg,GNPTG
6409,42541150,Gnrh1,GNRH1
6410,42538274,Gnrhr,GNRHR
6411,42540629,Gns,GNS
6412,42545050,Golga1,GOLGA1
6413,42538442,Golga2,GOLGA2
6414,42539878,Golga3,GOLGA3
6415,42547490,Golga4,GOLGA4
6416,42544126,Golga5,GOLGA5
6417,42542593,Golga7,GOLGA7
6418,42538613,Golga7b,GOLGA7B
6419,42547630,Golgb1,GOLGB1
6420,42546881,Golim4,GOLIM4
6421,42533823,Golm1,GOLM1
6422,42539397,Golm2,GOLM2
6423,42545875,Golph3,GOLPH3
6424,42545937,Golph3l,GOLPH3L
6425,42533848,Golt1a,GOLT1A
6426,42538867,Golt1b,GOLT1B
6427,42540225,Gon4l,GON4L
6428,42551840,Gon7,GON7
6429,42545640,Gopc,GOPC
6430,42542668,Gorab,GORAB
6431,42544158,Gorasp1,GORASP1
6432,42547208,Gorasp2,GORASP2
6433,42544453,Gosr1,GOSR1
6434,42547504,Gosr2,GOSR2
6435,42545004,Got1,GOT1
6436,42547602,Got1l1,GOT1L1
6437,42539434,Got2,GOT2
6438,42552799,Gp1ba,GP1BA
6439,42547691,Gp1bb,GP1BB
6440,42532610,Gp2,GP2
6441,42552546,Gp5,GP5
6442,42552851,Gp6,GP6
6443,42533197,Gp9,GP9
6444,42532665,Gpa33,GPA33
6445,42533653,Gpaa1,GPAA1
6446,42546545,Gpalpp1,GPALPP1
6447,42539408,Gpam,GPAM
6448,42532934,Gpank1,GPANK1
6449,42546331,Gpat2,GPAT2
6450,42544166,Gpat3,GPAT3
6451,42542452,Gpat4,GPAT4
6452,42547125,Gpatch1,GPATCH1
6453,42538906,Gpatch11,GPATCH11
6454,42542492,Gpatch2,GPATCH2
6455,42552876,Gpatch2l,GPATCH2L
6456,42543151,Gpatch3,GPATCH3
6457,42548362,Gpatch4,GPATCH4
6458,42543750,Gpatch8,GPATCH8
6459,42540194,Gpbar1,GPBAR1
6460,42551826,Gpbp1,GPBP1
6461,42536044,Gpbp1l1,GPBP1L1
6462,42543135,Gpc1,GPC1
6463,42535662,Gpc2,GPC2
6464,42546592,Gpc3,GPC3
6465,42544241,Gpc4,GPC4
6466,42542057,Gpc5,GPC5
6467,42535194,Gpc6,GPC6
6468,42540871,Gpcpd1,GPCPD1
6469,42547309,Gpd1,GPD1
6470,42541086,Gpd1l,GPD1L
6471,42539480,Gpd2,GPD2
6472,42538770,Gper1,GPER1
6473,42537020,Gpha2,GPHA2
6474,42535450,Gphb5,GPHB5
6475,42540266,Gphn,GPHN
6476,42545560,Gpi1,GPI
6477,42551931,Gpihbp1,GPIHBP1
6478,42534858,Gpkow,GPKOW
6479,42551967,Gpld1,GPLD1
6480,42535386,Gpm6a,GPM6A
6481,42547130,Gpm6b,GPM6B
6482,42533639,Gpn1,GPN1
6483,42541954,Gpn2,GPN2
6484,42546044,Gpn3,GPN3
6485,42543932,Gpnmb,GPNMB
6486,42532561,Gpr101,GPR101
6487,42544108,Gpr107,GPR107
6488,42551747,Gpr108,GPR108
6489,42551662,Gpr119,GPR119
6490,42539415,Gpr12,GPR12
6491,42542998,Gpr132,GPR132
6492,42552642,Gpr135,GPR135
6493,42541448,Gpr137,GPR137
6494,42537317,Gpr137b,GPR137B
6495,42545655,Gpr137c,GPR137C
6496,42545840,Gpr139,GPR139
6497,42534273,Gpr141,GPR141
6498,42553934,Gpr141b,GPR141BP
6499,42540338,Gpr142,GPR142
6500,42546532,Gpr143,GPR143
6501,42542952,Gpr146,GPR146
6502,42552353,Gpr149,GPR149
6503,42552417,Gpr15,GPR15
6504,42552075,Gpr150,GPR150
6505,42545298,Gpr151,GPR151
6506,42552536,Gpr152,GPR152
6507,42552877,Gpr153,GPR153
6508,42540223,Gpr155,GPR155
6509,42534380,Gpr156,GPR156
6510,42544742,Gpr157,GPR157
6511,42543878,Gpr158,GPR158
6512,42552570,Gpr15lg,GPR15LG
6513,42546790,Gpr160,GPR160
6514,42533977,Gpr161,GPR161
6515,42552746,Gpr162,GPR162
6516,42552284,Gpr165,GPR165P
6517,42532568,Gpr17,GPR17
6518,42533302,Gpr171,GPR171
6519,42541778,Gpr173,GPR173
6520,42546139,Gpr174,GPR174
6521,42536079,Gpr176,GPR176
6522,42536267,Gpr179,GPR179
6523,42537219,Gpr18,GPR18
6524,42547063,Gpr180,GPR180
6525,42542311,Gpr182,GPR182
6526,42533538,Gpr183,GPR183
6527,42540163,Gpr19,GPR19
6528,42545188,Gpr20,GPR20
6529,42552012,Gpr21,GPR21
6530,42533918,Gpr22,GPR22
6531,42533208,Gpr25,GPR25
6532,42533847,Gpr26,GPR26
6533,42539065,Gpr27,GPR27
6534,42546601,Gpr3,GPR3
6535,42551630,Gpr31b,GPR31
6536,42552936,Gpr33,GPR33
6537,42537898,Gpr34,GPR34
6538,42534523,Gpr35,GPR35
6539,42545312,Gpr37,GPR37
6540,42543477,Gpr37l1,GPR37L1
6541,42544974,Gpr39,GPR39
6542,42538546,Gpr4,GPR4
6543,42534283,Gpr45,GPR45
6544,42552240,Gpr50,GPR50
6545,42534146,Gpr52,GPR52
6546,42534522,Gpr55,GPR55
6547,42553031,Gpr6,GPR6
6548,42536831,Gpr61,GPR61
6549,42534658,Gpr62,GPR62
6550,42542921,Gpr63,GPR63
6551,42545103,Gpr65,GPR65
6552,42552459,Gpr68,GPR68
6553,42538360,Gpr75,GPR75
6554,42551742,Gpr82,GPR82
6555,42534586,Gpr83,GPR83
6556,42535644,Gpr84,GPR84
6557,42547286,Gpr85,GPR85
6558,42552530,Gpr87,GPR87
6559,42543044,Gpr88,GPR88
6560,42552068,Gprasp1,GPRASP1
6561,42552109,Gprasp2,GPRASP2
6562,42551660,Gprc5a,GPRC5A
6563,42540326,Gprc5b,GPRC5B
6564,42543056,Gprc5c,GPRC5C
6565,42551808,Gprc5d,GPRC5D
6566,42543176,Gprc6a,GPRC6A
6567,42553637,Gprin1,GPRIN1
6568,42533629,Gprin2,GPRIN2
6569,42534439,Gprin3,GPRIN3
6570,42546144,Gps1,GPS1
6571,42536713,Gps2,GPS2
6572,42536034,Gpsm1,GPSM1
6573,42537700,Gpsm2,GPSM2
6574,42552697,Gpsm3,GPSM3
6575,42534666,Gpt,GPT
6576,42537168,Gpt2,GPT2
6577,42540949,Gpx1,GPX1
6578,42541243,Gpx2,GPX2
6579,42538404,Gpx3,GPX3
6580,42542944,Gpx4,GPX4
6581,42538403,Gpx5,GPX5
6582,42538405,Gpx6,GPX6
6583,42543575,Gpx7,GPX7
6584,42547301,Gpx8,GPX8
6585,42539186,Gramd1a,GRAMD1A
6586,42534554,Gramd1b,GRAMD1B
6587,42533804,Gramd1c,GRAMD1C
6588,42533964,Gramd2,GRAMD2A
6589,42539273,Gramd3,GRAMD2B
6590,42533386,Gramd4,GRAMD4
6591,42540718,Grap,GRAP
6592,42537605,Grap2,GRAP2
6593,42541735,Grb10,GRB10
6594,42546132,Grb14,GRB14
6595,42541055,Grb2,GRB2
6596,42533216,Grb7,GRB7
6597,42544109,Grcc10,C12orf57
6598,42535496,Greb1,GREB1
6599,42545037,Greb1l,GREB1L
6600,42532638,Grem1,GREM1
6601,42532916,Grem2,GREM2
6602,42553850,Grep1,GREP1
6603,42545020,Grhl1,GRHL1
6604,42535294,Grhl2,GRHL2
6605,42541603,Grhl3,GRHL3
6606,42535088,Grhpr,GRHPR
6607,42542131,Gria1,GRIA1
6608,42545774,Gria2,GRIA2
6609,42547383,Gria3,GRIA3
6610,42540177,Gria4,GRIA4
6611,42536067,Grid1,GRID1
6612,42541331,Grid2,GRID2
6613,42541611,Grid2ip,GRID2IP
6614,42539603,Grifin,GRIFIN
6615,42537617,Grik1,GRIK1
6616,42542877,Grik2,GRIK2
6617,42551711,Grik3,GRIK3
6618,42542069,Grik4,GRIK4
6619,42535521,Grik5,GRIK5
6620,42536986,Grin1,GRIN1
6621,42540658,Grin2a,GRIN2A
6622,42535901,Grin2b,GRIN2B
6623,42539865,Grin2c,GRIN2C
6624,42538965,Grin2d,GRIN2D
6625,42544934,Grin3a,GRIN3A
6626,42532818,Grin3b,GRIN3B
6627,42533069,Grina,GRINA
6628,42545481,Grip1,GRIP1
6629,42544750,Grip2,GRIP2
6630,42538813,Gripap1,GRIPAP1
6631,42535611,Grk1,GRK1
6632,42552182,Grk2,GRK2
6633,42547968,Grk3,GRK3
6634,42533326,Grk4,GRK4
6635,42542110,Grk5,GRK5
6636,42540430,Grk6,GRK6
6637,42543285,Grm1,GRM1
6638,42542886,Grm2,GRM2
6639,42541729,Grm3,GRM3
6640,42548412,Grm4,GRM4
6641,42539959,Grm5,GRM5
6642,42532634,Grm6,GRM6
6643,42552304,Grm7,GRM7
6644,42539957,Grm8,GRM8
6645,42541126,Grn,GRN
6646,42535189,Grp,GRP
6647,42538834,Grpel1,GRPEL1
6648,42542965,Grpel2,GRPEL2
6649,42544876,Grpr,GRPR
6650,42535301,Grsf1,GRSF1
6651,42536365,Grtp1,GRTP1
6652,42537399,Grwd1,GRWD1
6653,42533400,Grxcr1,GRXCR1
6654,42551949,Grxcr2,GRXCR2
6655,42537744,Gsap,GSAP
6656,42538351,Gsc,GSC
6657,42551679,Gsc2,GSC2
6658,42551770,Gsdma,GSDMA
6659,42551768,Gsdma2,GSDMA
6660,42551769,Gsdma3,GSDMA
6661,42552236,Gsdmc,GSDMC
6662,42552238,Gsdmc2,GSDMC
6663,42552237,Gsdmc3,GSDMC
6664,42552235,Gsdmc4,GSDMC
6665,42552108,Gsdmd,GSDMD
6666,42541979,Gsdme,GSDME
6667,42545781,Gse1,GSE1
6668,42552568,Gsg1,GSG1
6669,42545509,Gsg1l,GSG1L
6670,42540768,Gsg1l2,GSG1L2
6671,42538030,Gsk3a,GSK3A
6672,42532910,Gsk3b,GSK3B
6673,42547323,Gskip,GSKIP
6674,42539111,Gsn,GSN
6675,42544902,Gspt1,GSPT1
6676,42548549,Gspt2,GSPT2
6677,42548313,Gsr,GSR
6678,42540613,Gss,GSS
6679,42535419,Gsta1,GSTA1
6680,42535418,Gsta2,GSTA2
6681,42535421,Gsta3,GSTA3
6682,42535417,Gsta5,GSTA5
6683,42537919,Gstcd,GSTCD
6684,42532451,Gstk1,GSTK1
6685,42543603,Gstm1,GSTM1
6686,42543601,Gstm3,GSTM1
6687,42543599,Gstm4,GSTM4
6688,42543602,Gstm5,GSTM3
6689,42543604,Gstm6,GSTM1
6690,42543598,Gstm7,GSTM2
6691,42546146,Gsto1,GSTO1
6692,42547854,Gsto2,GSTO2
6693,42553953,Gstp-ps,GSTP1
6694,42541655,Gstp1,GSTP1
6695,42541656,Gstp2,GSTP1
6696,42546874,Gstp3,GSTP1
6697,42545738,Gstt1,GSTT1
6698,42545740,Gstt2,GSTT2
6699,42545739,Gstt4,GSTT4
6700,42534914,Gstz1,GSTZ1
6701,42535338,Gsx1,GSX1
6702,42537521,Gsx2,GSX2
6703,42553213,Gt(ROSA)26Sor,THUMPD3-AS1
6704,42544824,Gtdc1,GTDC1
6705,42540876,Gtf2a1,GTF2A1
6706,42533140,Gtf2a1l,GTF2A1L
6707,42533226,Gtf2a2,GTF2A2
6708,42545878,Gtf2b,GTF2B
6709,42542697,Gtf2e1,GTF2E1
6710,42541914,Gtf2e2,GTF2E2
6711,42537500,Gtf2f1,GTF2F1
6712,42546732,Gtf2f2,GTF2F2
6713,42545283,Gtf2h1,GTF2H1
6714,42545510,Gtf2h2,GTF2H2
6715,42543381,Gtf2h3,GTF2H3
6716,42538152,Gtf2h4,GTF2H4
6717,42543896,Gtf2h5,GTF2H5
6718,42551945,Gtf2i,GTF2I
6719,42547254,Gtf2ird1,GTF2IRD1
6720,42554034,Gtf2ird2,GTF2IRD2
6721,42537895,Gtf3a,GTF3A
